model,suite_id,ok,score,elapsed_s,cost_usd,input_tokens,output_tokens,total_tokens
gemini-2.0-flash,kotlin_sql_injection_android,False,0.0,0.1025850772857666,,0,0,0
gpt-4o,kotlin_sql_injection_android,True,0.25,7.468842029571533,0.0092,344,834,1178
claude-opus-4,kotlin_sql_injection_android,True,0.4,18.077701091766357,0.112095,408,1413,1821
grok-4,kotlin_sql_injection_android,True,0.0,18.035966873168945,0.0030540000000000003,1018,0,0
deepseek-chat,kotlin_sql_injection_android,True,0.2,8.085937976837158,8.092e-05,352,113,0
gpt-5-mini,kotlin_sql_injection_android,True,0.6,8.49544382095337,0.0021869999999999997,343,461,804
gemini-2.0-flash-lite,kotlin_sql_injection_android,False,0.0,0.10665583610534668,,0,0,0
gemini-2.5-flash-lite,kotlin_sql_injection_android,True,0.3,4.814734697341919,0.00032730000000000004,384,2086,2471
claude-sonnet-4,kotlin_sql_injection_android,True,0.4,17.219166040420532,0.021219,408,1333,1741
grok-3,java_mass_assignment,True,0.1,83.5674340724945,0.012111,197,768,0
gpt-4o-mini,kotlin_sql_injection_android,True,0.25,14.61521601676941,0.0005855999999999999,344,890,1234
gemini-2.5-flash,kotlin_intent_injection_android,False,0.0,0.11035895347595215,,0,0,0
grok-code-fast-1,kotlin_sql_injection_android,True,0.2,4.793489933013916,0.0005199,537,275,0
grok-3-mini,kotlin_sql_injection_android,True,0.0,11.126206874847412,0.0002272,344,248,0
deepseek-reasoner,kotlin_sql_injection_android,True,0.0,35.39324975013733,0.0018755199999999999,352,768,0
deepseek-chat,kotlin_intent_injection_android,True,0.8,12.544900894165039,0.00010556000000000001,340,207,0
grok-4,kotlin_intent_injection_android,True,1.0,17.706540822982788,0.008883,996,393,0
gpt-5,kotlin_intent_injection_android,True,1.0,21.420927047729492,0.006084000000000001,343,337,680
gemini-2.0-flash,kotlin_intent_injection_android,False,0.0,0.09476685523986816,,0,0,0
gpt-4o,kotlin_intent_injection_android,True,1.0,11.012920141220093,0.0068775,323,607,930
claude-opus-4,kotlin_intent_injection_android,True,0.8,29.199653148651123,0.15314999999999998,415,1959,2374
gpt-5-mini,kotlin_intent_injection_android,True,0.2,8.525881052017212,0.002154,322,458,780
deepseek-reasoner,kotlin_intent_injection_android,True,0.0,34.50488495826721,0.00186892,340,768,0
deepseek-chat,kotlin_intent_injection_android,True,0.6,12.08168888092041,0.00010836,340,217,0
gemini-2.0-flash-lite,kotlin_intent_injection_android,False,0.0,0.1094980239868164,,0,0,0
grok-3,kotlin_intent_injection_android,True,0.6,42.516916036605835,0.012483000000000001,321,768,0
gemini-2.5-flash-lite,kotlin_intent_injection_android,True,0.65,5.599941968917847,0.00035006250000000006,403,2233,2636
claude-sonnet-4,kotlin_intent_injection_android,True,0.8,28.540186882019043,0.02991,415,1911,2326
gpt-4o-mini,kotlin_intent_injection_android,True,0.6,10.789029121398926,0.00047445,323,710,1033
gemini-2.5-flash,kotlin_insecure_data_storage,False,0.0,0.09270501136779785,,0,0,0
grok-code-fast-1,kotlin_intent_injection_android,True,0.2,5.867717027664185,0.00030100000000000005,515,132,0
grok-3-mini,kotlin_intent_injection_android,True,0.0,10.582765817642212,9.66e-05,322,0,0
grok-3,kotlin_sql_injection_android,True,0.5,86.18876314163208,0.012549000000000001,343,768,0
grok-3,kotlin_intent_injection_android,True,0.6,41.891753911972046,0.012483000000000001,321,768,0
grok-3,kotlin_sql_injection_android,True,0.45,83.86021208763123,0.012549000000000001,343,768,0
gpt-5,kotlin_insecure_data_storage,True,1.0,19.99664568901062,0.007359,423,406,829
gemini-2.0-flash,kotlin_insecure_data_storage,False,0.0,0.08983087539672852,,0,0,0
deepseek-chat,kotlin_insecure_data_storage,True,0.2,10.185736179351807,0.00010346000000000002,431,154,0
deepseek-reasoner,kotlin_insecure_data_storage,True,0.4,14.315043210983276,0.00085025,431,280,0
grok-4,kotlin_insecure_data_storage,True,0.6,19.740705966949463,0.009531000000000001,1077,420,0
gpt-4o,kotlin_insecure_data_storage,True,1.0,8.672378778457642,0.0071675,403,616,1019
gpt-5-mini,kotlin_insecure_data_storage,True,0.6,8.463688850402832,0.0022700000000000003,402,467,869
gemini-2.0-flash-lite,kotlin_insecure_data_storage,False,0.0,0.10499119758605957,,0,0,0
claude-opus-4,kotlin_insecure_data_storage,True,0.8,27.551701068878174,0.150525,505,1906,2411
gpt-4o-mini,kotlin_insecure_data_storage,True,1.0,6.675910949707031,0.00059985,403,899,1302
deepseek-chat,kotlin_insecure_data_storage,True,0.2,9.88040804862976,0.00010346000000000002,431,154,0
gemini-2.5-flash-lite,kotlin_insecure_data_storage,True,0.8,6.244285821914673,0.00026643749999999996,457,1662,2120
gemini-2.5-flash,kotlin_network_security_config,False,0.0,0.1322469711303711,,0,0,0
grok-code-fast-1,kotlin_insecure_data_storage,True,0.4,6.423446178436279,0.0008617,596,495,0
gpt-5,kotlin_network_security_config,True,0.2,7.58837103843689,0.008927999999999998,486,498,984
grok-3-mini,kotlin_insecure_data_storage,True,0.2,11.64824390411377,0.00019789999999999999,403,154,0
claude-sonnet-4,kotlin_insecure_data_storage,True,0.8,27.222023963928223,0.028155,505,1776,2281
deepseek-chat,kotlin_network_security_config,True,0.4,10.279351949691772,0.00010934000000000002,519,131,0
grok-3,kotlin_insecure_data_storage,True,0.6,31.56177520751953,0.012726000000000001,402,768,0
gemini-2.0-flash,kotlin_network_security_config,False,0.0,0.10822701454162598,,0,0,0
claude-opus-4,kotlin_network_security_config,True,0.8,21.717191219329834,0.127065,616,1571,2187
gpt-4o,kotlin_network_security_config,True,0.6,6.399631023406982,0.0069775,487,576,1063
grok-4,kotlin_network_security_config,True,0.4,24.545913219451904,0.010515,1160,469,0
gpt-5-mini,kotlin_network_security_config,True,0.6,7.7583558559417725,0.002366,486,470,956
deepseek-chat,kotlin_network_security_config,True,0.4,9.521315097808838,0.00010822000000000002,519,127,0
gemini-2.0-flash-lite,kotlin_network_security_config,False,0.0,0.08894109725952148,,0,0,0
deepseek-reasoner,kotlin_network_security_config,True,0.2,28.877357721328735,0.0017067599999999999,519,649,0
gemini-2.5-flash-lite,kotlin_network_security_config,True,0.8,6.335057020187378,0.00035287499999999994,554,2214,2769
grok-code-fast-1,kotlin_network_security_config,True,0.4,5.048062086105347,0.0008962999999999999,679,507,0
grok-3-mini,kotlin_network_security_config,True,0.2,14.248512029647827,0.0002493,486,207,0
gemini-2.5-flash,kotlin_webview_vulnerabilities,False,0.0,0.11203598976135254,,0,0,0
gpt-4o-mini,kotlin_network_security_config,True,0.6,20.211204051971436,0.0006466499999999999,487,956,1443
grok-3,java_jwt_algorithm_confusion,True,0.45,179.20282578468323,0.012087,189,768,0
grok-3,kotlin_network_security_config,True,0.6,42.17826819419861,0.012975,485,768,0
claude-sonnet-4,kotlin_network_security_config,True,0.8,27.190595865249634,0.029688,616,1856,2472
grok-3,java_jwt_algorithm_confusion,True,0.45,173.74674201011658,0.012087,189,768,0
gpt-5,kotlin_webview_vulnerabilities,True,0.4,18.983516931533813,0.011366999999999999,449,668,1117
gemini-2.0-flash,kotlin_webview_vulnerabilities,False,0.0,0.09726309776306152,,0,0,0
gpt-4o,kotlin_webview_vulnerabilities,True,0.65,11.125980854034424,0.0086225,429,755,1184
deepseek-chat,kotlin_webview_vulnerabilities,True,0.1,14.538310766220093,0.00014336000000000004,436,294,0
grok-3,kotlin_insecure_data_storage,True,0.6,88.11070203781128,0.012726000000000001,402,768,0
grok-4,kotlin_webview_vulnerabilities,True,0.2,18.217498064041138,0.007221,1102,261,0
claude-opus-4,kotlin_webview_vulnerabilities,True,0.7,29.224679946899414,0.143535,529,1808,2337
gemini-2.0-flash-lite,kotlin_webview_vulnerabilities,False,0.0,0.10893893241882324,,0,0,0
gemini-2.5-flash-lite,kotlin_webview_vulnerabilities,True,0.65,6.192147970199585,0.0003779624999999999,531,2387,2918
gpt-5-mini,kotlin_webview_vulnerabilities,True,0.0,8.549461841583252,0.002328,428,475,903
deepseek-chat,kotlin_webview_vulnerabilities,True,0.4,13.772919654846191,0.00013608,436,268,0
grok-code-fast-1,kotlin_webview_vulnerabilities,True,0.2,6.2992777824401855,0.0005862,621,308,0
gemini-2.5-flash,kotlin_broadcast_receiver_vulnerabilities,False,0.0,0.10750699043273926,,0,0,0
claude-sonnet-4,kotlin_webview_vulnerabilities,True,0.5,28.41538715362549,0.030147,529,1904,2433
deepseek-reasoner,kotlin_webview_vulnerabilities,True,0.4,33.17486810684204,0.00192172,436,768,0
grok-3-mini,kotlin_webview_vulnerabilities,True,0.0,10.320789098739624,0.0001284,428,0,0
gpt-4o-mini,kotlin_webview_vulnerabilities,True,0.5,19.24767303466797,0.00055695,429,821,1250
grok-3,kotlin_webview_vulnerabilities,True,0.65,39.361209869384766,0.012801,427,768,0
gpt-5,kotlin_broadcast_receiver_vulnerabilities,True,0.4,15.298694849014282,0.007533,491,404,895
gemini-2.0-flash,kotlin_broadcast_receiver_vulnerabilities,False,0.0,0.1078033447265625,,0,0,0
gpt-4o,kotlin_broadcast_receiver_vulnerabilities,True,0.8,6.832283020019531,0.0076475,471,647,1118
grok-3,kotlin_webview_vulnerabilities,True,0.65,35.12750291824341,0.012801,427,768,0
deepseek-chat,kotlin_broadcast_receiver_vulnerabilities,True,0.6,13.426225185394287,0.0001365,499,238,0
grok-3,kotlin_network_security_config,True,0.6,74.2017412185669,0.012975,485,768,0
gpt-5-mini,kotlin_broadcast_receiver_vulnerabilities,True,0.6,7.574036121368408,0.00247,470,500,970
gemini-2.0-flash-lite,kotlin_broadcast_receiver_vulnerabilities,False,0.0,0.09194087982177734,,0,0,0
claude-opus-4,kotlin_broadcast_receiver_vulnerabilities,True,1.0,26.54057478904724,0.15728999999999999,601,1977,2578
grok-4,kotlin_broadcast_receiver_vulnerabilities,True,0.6,24.307541131973267,0.009063,1146,375,0
gemini-2.5-flash-lite,kotlin_broadcast_receiver_vulnerabilities,True,0.8,5.938007116317749,0.0003560625,591,2226,2818
gpt-4o-mini,kotlin_broadcast_receiver_vulnerabilities,True,0.6,10.931550979614258,0.00049785,471,712,1183
gemini-2.5-flash,kotlin_content_provider_vulnerabilities,False,0.0,0.09832024574279785,,0,0,0
grok-code-fast-1,kotlin_broadcast_receiver_vulnerabilities,True,0.4,6.613601922988892,0.000547,665,276,0
deepseek-chat,kotlin_broadcast_receiver_vulnerabilities,True,1.0,17.81478786468506,0.0001575,499,313,0
claude-sonnet-4,kotlin_broadcast_receiver_vulnerabilities,True,1.0,25.62208604812622,0.028953,601,1810,2411
grok-3-mini,kotlin_broadcast_receiver_vulnerabilities,True,0.4,12.815232038497925,0.0002421,472,201,0
deepseek-reasoner,kotlin_broadcast_receiver_vulnerabilities,True,0.4,35.6058030128479,0.00154246,499,579,0
deepseek-chat,kotlin_content_provider_vulnerabilities,True,0.4,5.985531330108643,9.1e-05,530,60,0
gemini-2.0-flash,kotlin_content_provider_vulnerabilities,False,0.0,0.09289002418518066,,0,0,0
grok-3,kotlin_broadcast_receiver_vulnerabilities,True,0.8,32.411478757858276,0.012933,471,768,0
deepseek-reasoner,kotlin_content_provider_vulnerabilities,True,0.2,13.106312990188599,0.00076892,530,218,0
gpt-5,kotlin_content_provider_vulnerabilities,True,0.6,20.00228214263916,0.008319,528,449,977
grok-4,kotlin_content_provider_vulnerabilities,True,0.6,19.151508808135986,0.010119,1183,438,0
gpt-4o,kotlin_content_provider_vulnerabilities,True,0.8,13.071338891983032,0.00784,508,657,1165
gemini-2.0-flash-lite,kotlin_content_provider_vulnerabilities,False,0.0,0.11862564086914062,,0,0,0
gpt-5-mini,kotlin_content_provider_vulnerabilities,True,0.2,6.300113916397095,0.002311,507,451,958
deepseek-chat,kotlin_content_provider_vulnerabilities,True,0.2,7.602961778640747,9.436000000000001e-05,530,72,0
claude-opus-4,kotlin_content_provider_vulnerabilities,True,0.8,25.71258306503296,0.15933,622,2000,2622
gemini-2.5-flash-lite,kotlin_content_provider_vulnerabilities,True,0.65,5.4262378215789795,0.0003575625,615,2230,2846
gemini-2.5-flash,kotlin_insecure_serialization,False,0.0,0.10643815994262695,,0,0,0
grok-code-fast-1,kotlin_content_provider_vulnerabilities,True,0.6,4.539998769760132,0.0007584,702,412,0
grok-3-mini,kotlin_content_provider_vulnerabilities,True,0.6,11.75808310508728,0.0003237,509,342,0
gpt-4o-mini,kotlin_content_provider_vulnerabilities,True,0.6,18.608728885650635,0.0005298,508,756,1264
claude-sonnet-4,kotlin_content_provider_vulnerabilities,True,1.0,27.50730276107788,0.031866,622,2000,2622
gpt-5,kotlin_insecure_serialization,True,0.0,17.430436849594116,0.009234000000000001,458,524,982
grok-3,kotlin_content_provider_vulnerabilities,True,0.8,38.54615616798401,0.013044,508,768,0
gemini-2.0-flash,kotlin_insecure_serialization,False,0.0,0.10705089569091797,,0,0,0
grok-4,kotlin_insecure_serialization,True,0.05,19.553794145584106,0.009651,1112,421,0
gpt-4o,kotlin_insecure_serialization,True,0.25,6.05271315574646,0.006225,438,513,951
claude-opus-4,kotlin_insecure_serialization,True,0.1,23.633061170578003,0.12388500000000001,569,1538,2107
deepseek-chat,kotlin_insecure_serialization,True,0.25,12.514616012573242,0.00012600000000000003,476,212,0
grok-3,kotlin_content_provider_vulnerabilities,True,0.6,36.262725830078125,0.013044,508,768,0
gemini-2.0-flash-lite,kotlin_insecure_serialization,False,0.0,0.10493183135986328,,0,0,0
grok-3,kotlin_insecure_serialization,True,0.65,24.360297918319702,0.012831,437,768,0
grok-3,kotlin_broadcast_receiver_vulnerabilities,True,1.0,79.03843879699707,0.012933,471,768,0
gpt-5-mini,kotlin_insecure_serialization,True,0.3,7.461305141448975,0.002485,437,512,949
deepseek-chat,kotlin_insecure_serialization,True,0.25,9.625354051589966,0.00011004000000000002,476,155,0
gemini-2.5-flash,kotlin_crypto_vulnerabilities,False,0.0,0.0992279052734375,,0,0,0
gemini-2.5-flash-lite,kotlin_insecure_serialization,True,0.7,7.655576944351196,0.000371025,522,2343,2865
gpt-4o-mini,kotlin_insecure_serialization,True,0.3,9.072334051132202,0.00045390000000000003,438,647,1085
grok-code-fast-1,kotlin_insecure_serialization,True,0.25,5.189060211181641,0.0008342,631,472,0
grok-3-mini,kotlin_insecure_serialization,True,0.0,10.737403154373169,0.0001859,438,109,0
claude-sonnet-4,kotlin_insecure_serialization,True,0.3,24.984471082687378,0.026622,569,1661,2230
deepseek-reasoner,kotlin_insecure_serialization,True,0.2,32.22369909286499,0.00194372,476,768,0
gemini-2.0-flash,kotlin_crypto_vulnerabilities,False,0.0,0.09013009071350098,,0,0,0
deepseek-chat,kotlin_crypto_vulnerabilities,True,0.4,9.08732533454895,0.00012544,596,150,0
gpt-4o,kotlin_crypto_vulnerabilities,True,0.8,8.482760906219482,0.0089175,567,750,1317
gpt-5,kotlin_crypto_vulnerabilities,True,0.2,16.669644832611084,0.010176,587,561,1148
grok-4,kotlin_crypto_vulnerabilities,True,0.2,19.648147106170654,0.011481,1237,518,0
deepseek-chat,kotlin_crypto_vulnerabilities,True,0.4,10.093649864196777,0.00012824,596,160,0
gemini-2.0-flash-lite,kotlin_crypto_vulnerabilities,False,0.0,0.1097249984741211,,0,0,0
gpt-5-mini,kotlin_crypto_vulnerabilities,True,0.2,7.770956039428711,0.002434,566,467,1033
grok-3,kotlin_insecure_serialization,True,0.85,36.97355890274048,0.012831,437,768,0
claude-opus-4,kotlin_crypto_vulnerabilities,True,0.65,26.779197931289673,0.15391500000000002,726,1907,2633
gemini-2.5-flash-lite,kotlin_crypto_vulnerabilities,True,0.8,6.210147857666016,0.00036281249999999996,631,2261,2893
gemini-2.5-flash,kotlin_input_validation_bypass,False,0.0,0.10948777198791504,,0,0,0
grok-code-fast-1,kotlin_crypto_vulnerabilities,True,0.25,5.10285496711731,0.0009207,756,513,0
gpt-4o-mini,kotlin_crypto_vulnerabilities,True,0.85,13.67064619064331,0.00056205,567,795,1362
deepseek-reasoner,kotlin_crypto_vulnerabilities,True,0.4,29.900429010391235,0.00192212,596,728,0
grok-3-mini,kotlin_crypto_vulnerabilities,True,0.0,11.197025060653687,0.0001854,563,33,0
claude-sonnet-4,kotlin_crypto_vulnerabilities,True,0.8,23.30901002883911,0.027153,726,1665,2391
gpt-5,kotlin_input_validation_bypass,True,0.0,19.005982875823975,0.013101,647,744,1391
gemini-2.0-flash,kotlin_input_validation_bypass,False,0.0,0.10703825950622559,,0,0,0
deepseek-chat,kotlin_input_validation_bypass,True,0.4,13.108118057250977,0.00016366000000000002,647,261,0
gpt-4o,kotlin_input_validation_bypass,True,0.6,12.326585054397583,0.0115675,627,1000,1627
grok-3,kotlin_crypto_vulnerabilities,True,0.25,41.20538592338562,0.013206,562,768,0
claude-opus-4,kotlin_input_validation_bypass,True,0.8,28.642249822616577,0.161595,773,2000,2773
gpt-5-mini,kotlin_input_validation_bypass,True,0.25,9.709940910339355,0.002526,626,475,1101
gemini-2.0-flash-lite,kotlin_input_validation_bypass,False,0.0,0.09380388259887695,,0,0,0
deepseek-chat,kotlin_input_validation_bypass,True,0.4,14.101617097854614,0.00016394,647,262,0
gemini-2.5-flash-lite,kotlin_input_validation_bypass,True,1.0,6.720373868942261,0.000345975,702,2131,2833
grok-4,kotlin_input_validation_bypass,True,0.2,34.36787295341492,0.0069,1295,201,0
deepseek-reasoner,kotlin_input_validation_bypass,True,0.2,32.99411487579346,0.00203777,647,768,0
gemini-2.5-flash,kotlin_android_permission_bypass,False,0.0,0.11210417747497559,,0,0,0
claude-sonnet-4,kotlin_input_validation_bypass,True,1.0,30.978591918945312,0.032319,773,2000,2773
grok-code-fast-1,kotlin_input_validation_bypass,True,0.2,6.127594947814941,0.0006488,814,324,0
grok-3-mini,kotlin_input_validation_bypass,True,0.0,13.16087555885315,0.0001863,621,0,0
grok-3,kotlin_input_validation_bypass,True,0.4,40.8569061756134,0.013380000000000001,620,768,0
gpt-4o-mini,kotlin_input_validation_bypass,True,1.0,20.349206924438477,0.0008266500000000001,627,1221,1848
gpt-5,kotlin_android_permission_bypass,True,1.0,14.302180051803589,0.007305,745,338,1083
gemini-2.0-flash,kotlin_android_permission_bypass,False,0.0,0.11323904991149902,,0,0,0
deepseek-chat,kotlin_android_permission_bypass,True,0.8,11.403761863708496,0.00016786,795,202,0
gpt-4o,kotlin_android_permission_bypass,True,0.8,11.306142091751099,0.0088725,725,706,1431
grok-3,kotlin_input_validation_bypass,True,0.6,36.93432402610779,0.013380000000000001,620,768,0
grok-3,kotlin_crypto_vulnerabilities,True,0.25,82.12811708450317,0.013206,562,768,0
grok-4,kotlin_android_permission_bypass,True,0.8,22.64484190940857,0.008169,1398,265,0
gemini-2.0-flash-lite,kotlin_android_permission_bypass,False,0.0,0.10768413543701172,,0,0,0
gpt-5-mini,kotlin_android_permission_bypass,True,1.0,9.115530014038086,0.002588,724,466,1190
claude-opus-4,kotlin_android_permission_bypass,True,1.0,28.66552972793579,0.15320999999999999,939,1855,2794
gemini-2.5-flash-lite,kotlin_android_permission_bypass,True,0.85,6.448859214782715,0.000381375,934,2309,3243
deepseek-chat,kotlin_android_permission_bypass,True,1.0,12.492073774337769,0.00016954,795,208,0
gemini-2.5-flash,swift_keychain_insecure_storage,False,0.0,0.11466503143310547,,0,0,0
gpt-4o-mini,kotlin_android_permission_bypass,True,0.8,15.158171892166138,0.00065655,725,913,1638
claude-sonnet-4,kotlin_android_permission_bypass,True,1.0,23.535887002944946,0.026007000000000002,939,1546,2485
deepseek-reasoner,kotlin_android_permission_bypass,True,0.4,31.68536114692688,0.00204252,795,733,0
grok-3-mini,kotlin_android_permission_bypass,True,0.6,12.668676137924194,0.0003187,724,203,0
grok-code-fast-1,kotlin_android_permission_bypass,True,0.6,11.211380958557129,0.0004339,917,167,0
gpt-5,swift_keychain_insecure_storage,True,0.4,17.138303995132446,0.008847,569,476,1045
gemini-2.0-flash,swift_keychain_insecure_storage,False,0.0,0.09085988998413086,,0,0,0
grok-3,kotlin_android_permission_bypass,True,1.0,35.4588348865509,0.013689,723,768,0
deepseek-chat,swift_keychain_insecure_storage,True,1.0,16.36204504966736,0.00016814000000000003,567,317,0
claude-opus-4,swift_keychain_insecure_storage,True,0.85,24.575510025024414,0.138225,695,1704,2399
gpt-4o,swift_keychain_insecure_storage,True,0.85,20.441168069839478,0.0081925,549,682,1231
grok-4,swift_keychain_insecure_storage,True,0.8,29.176853895187378,0.010893,1221,482,0
gemini-2.0-flash-lite,swift_keychain_insecure_storage,False,0.0,0.09322881698608398,,0,0,0
claude-sonnet-4,swift_keychain_insecure_storage,True,0.85,21.627239227294922,0.024794999999999998,695,1514,2209
gpt-5-mini,swift_keychain_insecure_storage,True,0.4,9.572188138961792,0.00238,548,458,1006
gemini-2.5-flash-lite,swift_keychain_insecure_storage,True,0.85,6.149838209152222,0.00037672499999999995,614,2358,2972
grok-3,kotlin_android_permission_bypass,True,0.65,61.46193981170654,0.013689,723,768,0
gemini-2.5-flash,swift_network_security_issues,False,0.0,0.09554481506347656,,0,0,0
grok-3,swift_keychain_insecure_storage,True,0.85,20.081381797790527,0.013158000000000001,546,768,0
deepseek-chat,swift_keychain_insecure_storage,True,1.0,16.256167888641357,0.00016478,567,305,0
deepseek-reasoner,swift_keychain_insecure_storage,True,1.0,31.232361793518066,0.0019587299999999997,567,752,0
grok-code-fast-1,swift_keychain_insecure_storage,True,0.6,6.202480792999268,0.0008395,740,461,0
gpt-4o-mini,swift_keychain_insecure_storage,True,0.85,14.477945804595947,0.00056475,549,804,1353
grok-3,swift_keychain_insecure_storage,True,0.65,36.294697999954224,0.013158000000000001,546,768,0
gemini-2.0-flash,swift_network_security_issues,False,0.0,0.08912515640258789,,0,0,0
grok-3-mini,swift_keychain_insecure_storage,True,0.2,12.279456853866577,0.0002561,547,184,0
deepseek-chat,swift_network_security_issues,True,0.25,9.717536926269531,0.00012040000000000001,532,164,0
gpt-5,swift_network_security_issues,True,0.2,14.247942209243774,0.005103,516,237,753
gpt-4o,swift_network_security_issues,True,0.6,10.241641998291016,0.00753,496,629,1125
deepseek-reasoner,swift_network_security_issues,True,0.4,12.926852226257324,0.0007919200000000001,532,228,0
gemini-2.0-flash-lite,swift_network_security_issues,False,0.0,0.10007500648498535,,0,0,0
gemini-2.5-flash-lite,swift_network_security_issues,True,1.0,6.054749965667725,0.00038219999999999997,640,2388,3029
deepseek-chat,swift_network_security_issues,True,0.25,10.665093898773193,0.0001232,532,174,0
gpt-5-mini,swift_network_security_issues,True,0.25,8.944662809371948,0.0025190000000000004,495,506,1001
gpt-4o-mini,swift_network_security_issues,True,0.65,12.104541063308716,0.00047700000000000005,496,671,1167
gemini-2.5-flash,swift_sql_injection_core_data,False,0.0,0.12269091606140137,,0,0,0
claude-opus-4,swift_network_security_issues,True,0.85,25.57426404953003,0.15964499999999998,643,2000,2643
grok-code-fast-1,swift_network_security_issues,True,0.8,6.146090984344482,0.0007676,688,420,0
grok-3-mini,swift_network_security_issues,True,0.8,11.574964046478271,0.00032450000000000003,495,352,0
grok-4,swift_network_security_issues,True,0.8,27.800729751586914,0.009281999999999999,1169,385,0
grok-3,swift_network_security_issues,True,1.0,28.159991979599,0.013002,494,768,0
claude-sonnet-4,swift_network_security_issues,True,1.0,26.699286937713623,0.031929,643,2000,2643
gemini-2.0-flash,swift_sql_injection_core_data,False,0.0,0.12446999549865723,,0,0,0
grok-3,swift_network_security_issues,True,0.8,25.364059925079346,0.013002,494,768,0
gpt-5,swift_sql_injection_core_data,True,0.45,14.628614902496338,0.008832,679,453,1132
deepseek-chat,swift_sql_injection_core_data,True,0.4,7.677356004714966,0.0001295,709,108,0
gpt-4o,swift_sql_injection_core_data,True,0.85,8.385560035705566,0.008007499999999999,659,636,1295
deepseek-chat,swift_sql_injection_core_data,True,0.4,7.368161201477051,0.00013062000000000002,709,112,0
gemini-2.0-flash-lite,swift_sql_injection_core_data,False,0.0,0.09122514724731445,,0,0,0
grok-3,swift_sql_injection_core_data,True,0.5,15.044707775115967,0.013491000000000001,657,768,0
gpt-5-mini,swift_sql_injection_core_data,True,0.6,7.855879783630371,0.00249,658,458,1116
grok-3,swift_sql_injection_core_data,True,0.45,11.900054693222046,0.013491000000000001,657,768,0
gemini-2.5-flash-lite,swift_sql_injection_core_data,True,0.65,6.18244194984436,0.0003445125,823,2091,2914
gemini-2.5-flash,swift_url_scheme_vulnerabilities,False,0.0,0.09186387062072754,,0,0,0
gpt-4o-mini,swift_sql_injection_core_data,True,0.6,10.257364988327026,0.00047145,659,621,1280
grok-code-fast-1,swift_sql_injection_core_data,True,0.6,5.081107139587402,0.0008452,851,450,0
claude-opus-4,swift_sql_injection_core_data,True,0.85,24.994058847427368,0.16287,858,2000,2858
grok-3-mini,swift_sql_injection_core_data,True,0.4,10.7793288230896,0.00031689999999999995,658,239,0
grok-4,swift_sql_injection_core_data,True,0.8,30.33304715156555,0.009156000000000001,1332,344,0
gpt-5,swift_url_scheme_vulnerabilities,True,0.4,13.561964988708496,0.007623,871,334,1205
gemini-2.0-flash,swift_url_scheme_vulnerabilities,False,0.0,0.10544610023498535,,0,0,0
deepseek-reasoner,swift_sql_injection_core_data,True,0.4,32.03700804710388,0.00196675,709,720,0
deepseek-chat,swift_url_scheme_vulnerabilities,True,0.8,11.39097785949707,0.00017556,874,190,0
claude-sonnet-4,swift_sql_injection_core_data,True,0.85,28.1066951751709,0.032574,858,2000,2858
gpt-4o,swift_url_scheme_vulnerabilities,True,1.0,9.584342002868652,0.0086175,851,649,1500
grok-3,swift_url_scheme_vulnerabilities,True,0.8,19.308080196380615,0.014064,848,768,0
gemini-2.0-flash-lite,swift_url_scheme_vulnerabilities,False,0.0,0.10960888862609863,,0,0,0
gemini-2.5-flash-lite,swift_url_scheme_vulnerabilities,True,0.8,6.858341217041016,0.0003705,996,2221,3218
gpt-5-mini,swift_url_scheme_vulnerabilities,True,0.6,9.428254842758179,0.0027819999999999998,850,483,1333
grok-4,swift_url_scheme_vulnerabilities,True,0.8,23.462152004241943,0.010749,1523,412,0
deepseek-chat,swift_url_scheme_vulnerabilities,True,1.0,10.291204929351807,0.00016968000000000002,874,169,0
gemini-2.5-flash,swift_webview_vulnerabilities,False,0.0,0.09515595436096191,,0,0,0
claude-opus-4,swift_url_scheme_vulnerabilities,True,0.8,26.950014114379883,0.16522499999999998,1015,2000,3015
grok-code-fast-1,swift_url_scheme_vulnerabilities,True,0.6,5.428752899169922,0.0006929,1042,323,0
gpt-4o-mini,swift_url_scheme_vulnerabilities,True,1.0,15.044401168823242,0.0006112499999999999,851,806,1657
grok-3,swift_url_scheme_vulnerabilities,True,0.8,19.38019585609436,0.014064,848,768,0
grok-3-mini,swift_url_scheme_vulnerabilities,True,0.0,11.399029016494751,0.0002547,849,0,0
deepseek-reasoner,swift_url_scheme_vulnerabilities,True,0.6,31.380635738372803,0.00203122,874,708,0
gemini-2.0-flash,swift_webview_vulnerabilities,False,0.0,0.09503793716430664,,0,0,0
claude-sonnet-4,swift_url_scheme_vulnerabilities,True,0.4,25.887721061706543,0.033045,1015,2000,3015
gpt-4o,swift_webview_vulnerabilities,True,0.8,8.986953020095825,0.00972,1064,706,1770
gpt-5,swift_webview_vulnerabilities,True,0.0,17.028515100479126,0.012432,1084,612,1696
grok-4,swift_webview_vulnerabilities,True,0.8,17.685468912124634,0.012054,1738,456,0
deepseek-chat,swift_webview_vulnerabilities,True,1.0,13.205894947052002,0.0002191,1093,236,0
gemini-2.0-flash-lite,swift_webview_vulnerabilities,False,0.0,0.10344099998474121,,0,0,0
gemini-2.5-flash-lite,swift_webview_vulnerabilities,True,0.8,5.409610748291016,0.0004027875,1289,2363,3652
grok-3,swift_webview_vulnerabilities,True,0.6,21.283148050308228,0.014709,1063,768,0
